,単元,問題文,選択肢1,選択肢2,選択肢3,選択肢4,解答,解説
109,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
パルス符号変調を活用して、アナログデータをデジタルデータに変換していくが、このとき3つのステップがある。1つ目のステップでは、連続したアナログ信号を一定時間ごとに測定する（ア）を行う。2つ目のステップでは、ステップ1で求めた数値を離散値で近似する（イ）を行う。3つ目のステップでは、ステップ2で求めた値をビットに対応付ける（ウ）を行う。",符号化,標準化,量子化,標本化,3,"選択肢3が正解です。
量子化とは、信号の大きさを離散的な値で近似的に表すことです。

選択肢1：符号化とは、処理しにくいデジタル信号などを処理しやすいデジタルデータに変換することをいいます。
選択肢2：標準化とは、特徴量の平均を0、分散が1になるように変換することです。特徴量は標準正規分布に従うようになります。
選択肢4：標本化とは、連続したアナログ信号を一定時間ごとに測定することをいいます。"
110,ディープラーニングの手法,"（ウ）に最もよく当てはまる選択肢を選んでください。
パルス符号変調を活用して、アナログデータをデジタルデータに変換していくが、このとき3つのステップがある。1つ目のステップでは、連続したアナログ信号を一定時間ごとに測定する（ア）を行う。2つ目のステップでは、ステップ1で求めた数値を離散値で近似する（イ）を行う。3つ目のステップでは、ステップ2で求めた値をビットに対応付ける（ウ）を行う。",符号化,標準化,量子化,標本化,1,"選択肢1が正解です。
符号化とは、処理しにくいデジタル信号などを処理しやすいデジタルデータに変換することをいいます。

選択肢2：標準化とは、特徴量の平均を0、分散が1になるように変換することです。特徴量は標準正規分布に従うようになります。
選択肢3：量子化とは、信号の大きさを離散的な値で近似的に表すことです。
選択肢4：標本化とは、連続したアナログ信号を一定時間ごとに測定することをいいます。"
111,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
セマンティックセグメンテーションの代表的な手法として（ア）や（イ）などがある。（ア）はエンコーダとデコーダの間にPyramid Pooling Moduleが設けられたモデルである。（イ）はDilated Convolution（Atrous Convolution）を採用しているモデルである。",WaveNet,PSPNet,GoogLeNet,DeepLab,2,"選択肢2が正解です。
PSPNetとは、セマンティックセグメンテーションの代表的な手法の1つで、エンコーダとデコーダの間にPyramid Pooling Moduleが設けられたモデルです。

選択肢1：WaveNetとは、DeepMind社が開発した音声認識・音声合成を行うモデルで、ディープラーニングを活用しています。
選択肢3：GoogLeNetとは、2014年のILSVRCで優勝したモデルで、インセプションモジュールを採用しており、22層からなります。
選択肢4：DeepLabとは、セマンティックセグメンテーションの代表的な手法の1つで、Atrous convolutionまたはDilated convolutionを導入したモデルです。"
112,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
セマンティックセグメンテーションの代表的な手法として（ア）や（イ）などがある。（ア）はエンコーダとデコーダの間にPyramid Pooling Moduleが設けられたモデルである。（イ）はDilated Convolution（Atrous Convolution）を採用しているモデルである。",WaveNet,PSPNet,GoogLeNet,DeepLab,4,"選択肢4が正解です。
DeepLabとは、セマンティックセグメンテーションの代表的な手法の1つで、Atrous convolutionまたはDilated convolutionを導入したモデルです。

選択肢1：WaveNetとは、DeepMind社が開発した音声認識・音声合成を行うモデルで、ディープラーニングを活用しています。
選択肢2：PSPNetとは、セマンティックセグメンテーションの代表的な手法の1つで、エンコーダとデコーダの間にPyramid Pooling Moduleが設けられたモデルです。
選択肢3：GoogLeNetとは、2014年のILSVRCで優勝したモデルで、インセプションモジュールを採用しており、22層からなります。"
113,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
並列処理により学習の高速化、離れた単語同士の関係もうまく捉えることができるようになったモデルを（ア）という。また、（ア）はRNNの代わりに、入力文内、出力文内の単語間の関連度を計算する（イ）を使用している。さらに、（ア）は入力文と出力文の単語間の関連度を計算する（ウ）も使用している。",Self-Attention,位置エンコーディング,Source-Target Attention,トランスフォーマー,4,"選択肢4が正解です。
トランスフォーマーとは、2017年に発表されたニューラル機械翻訳のモデルです。また、ネットワークにはRNNを使用せずSelf-Attention・Source-Target AttentionのAttention機構で成り立っており、並列処理がしやすく、RNNを使用するよりも高速でモデルの学習が可能という特徴があります。

選択肢1：Self-Attention（自己注意機構）とは、入力文内、出力文内の単語間の関連度を計算するAttentionで、トランスフォーマに採用されているネットワーク構造です。
選択肢2：位置エンコーディングとは、単語の位置関係の情報が失われるのを回避するため、単語に位置関係の情報を与える処理のことを言います。
選択肢3：Source-Target Attentionとは、入力文と出力文の単語間の関連度を計算するAttentionのことです。"
114,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
並列処理により学習の高速化、離れた単語同士の関係もうまく捉えることができるようになったモデルを（ア）という。また、（ア）はRNNの代わりに、入力文内、出力文内の単語間の関連度を計算する（イ）を使用している。さらに、（ア）は入力文と出力文の単語間の関連度を計算する（ウ）も使用している。",Self-Attention,位置エンコーディング,Source-Target Attention,トランスフォーマー,1,"選択肢1が正解です。
Self-Attention（自己注意機構）とは、入力文内、出力文内の単語間の関連度を計算するAttentionで、トランスフォーマに採用されているネットワーク構造です。

選択肢2：位置エンコーディングとは、単語の位置関係の情報が失われるのを回避するため、単語に位置関係の情報を与える処理のことを言います。
選択肢3：Source-Target Attentionとは、入力文と出力文の単語間の関連度を計算するAttentionのことです。
選択肢4：トランスフォーマーとは、2017年に発表されたニューラル機械翻訳のモデルです。また、ネットワークにはRNNを使用せずSelf-Attention・Source-Target AttentionのAttention機構で成り立っており、並列処理がしやすく、RNNを使用するよりも高速でモデルの学習が可能という特徴があります。"
115,ディープラーニングの手法,"（ウ）に最もよく当てはまる選択肢を選んでください。
並列処理により学習の高速化、離れた単語同士の関係もうまく捉えることができるようになったモデルを（ア）という。また、（ア）はRNNの代わりに、入力文内、出力文内の単語間の関連度を計算する（イ）を使用している。さらに、（ア）は入力文と出力文の単語間の関連度を計算する（ウ）も使用している。",Self-Attention,位置エンコーディング,Source-Target Attention,トランスフォーマー,3,"選択肢3が正解です。
Source-Target Attentionとは、入力文と出力文の単語間の関連度を計算するAttentionのことです。

選択肢1：Self-Attention（自己注意機構）とは、入力文内、出力文内の単語間の関連度を計算するAttentionで、トランスフォーマに採用されているネットワーク構造です。
選択肢2：位置エンコーディングとは、単語の位置関係の情報が失われるのを回避するため、単語に位置関係の情報を与える処理のことを言います。
選択肢4：トランスフォーマーとは、2017年に発表されたニューラル機械翻訳のモデルです。また、ネットワークにはRNNを使用せずSelf-Attention・Source-Target AttentionのAttention機構で成り立っており、並列処理がしやすく、RNNを使用するよりも高速でモデルの学習が可能という特徴があります。"
116,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
人間の頭や足などの関節位置を予測することを（ア）という。（ア）の代表的なモデルに（イ）がある。",姿勢推定,ディスクリミネータ,モンテカルロ法,AutoML,1,"選択肢1が正解です。
姿勢推定とは、人間の頭や足などの関節位置を推定することです。

選択肢2：ディスクリミネータとは、GANを構成するネットワークの1つで、ジェネレータが生成した画像の真偽を予測するものです。
選択肢3：モンテカルロ法とは、何度もシミュレーションを行ったり、乱数を使用したりして、近似的な答えを導き出す手法のことです。
選択肢4：AutoMLとは、機械学習モデルの構築などを自動化する手法・考え方のことです。"
117,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
人間の頭や足などの関節位置を推定することを（ア）という。（ア）の代表的なモデルに（イ）がある。",Megatron-LM,Open Pose,Wide ResNet,Turing-NLG,2,"選択肢2が正解です。
Open Poseとは、複数の人間の関節位置を推定できる手法のことで、Parts Affinity Fieldsと呼ばれる手法を導入しています。

選択肢1：Megatron-LMとは、NVIDIAが発表した自然言語処理モデルで、パラメータ数は約80億あります。
選択肢3：Wide ResNetとは、ResNetの派生モデルの1つで、カーネル数を増やしたモデルです。
選択肢4：Turing-NLGとは、Microsoftが発表した自然言語処理モデルで、パラメータ数は約170億あります。"
118,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
一般的なニューラルネットワークは、各ユニットは次の層の全てのユニットと結合しているが、CNNの畳み込み層やプーリング層の各ユニットは、次の層の特定のユニットのみと結合している。これを（ア）という。",特定結合,局所結合,選択結合,一時結合,2,"選択肢2が正解です。
局所結合とは、一般的なニューラルネットワークと異なり、層の各ユニットが、次の層の特定のユニットのみと結合していることをいいます。

選択肢1：特定結合という用語はありません。
選択肢3：選択結合という用語はありません。
選択肢4：一時結合という用語はありません。"
119,ディープラーニングの手法,畳み込みニューラルネットワークの畳み込み処理に関する問題である。入力画像のサイズが8 × 18、フィルタがフィルタは4 × 4、パディングが1のとき、特徴マップのサイズは4 × 9であった。このときのストライドとして、最も適切な選択肢を選択してください。,1,2,3,4,2,"選択肢2が正解です。
特徴マップの幅（高さ）は、（入力画像の幅（高さ）＋パディング × 2 - フィルタの幅（高さ））÷ ストライド + 1で求めることができます。

特徴マップの幅は4なので、上記の式に値を代入していくと
4 = （8 + 1 × 2 - 4）÷ ストライド + 1
4 = 6 ÷ ストライド + 1
3 = 6 ÷ ストライド
以上から、ストライドは「2」になります。よって、選択肢2が答えになります。"
120,ディープラーニングの手法,モデルを軽量化する理由は様々なものがある。そこで、軽量化する理由として不適切な選択肢を選択してください。,大規模モデルは計算コストが高く、使い勝手が悪くなってしまうため,モバイルなど膨大な計算が苦手なデバイスにAIを導入するため,モデルを軽量化することで精度を高めることができるため,モデルが大規模の場合、処理に時間がかかってしまうため,3,"選択肢3が正解です。
モデルを軽量化すると精度は一般的に「低く」なってしまいます。

選択肢1：正しい理由です。大規模モデルは計算コストが高く、使い勝手が悪くなってしまう場合は、モデルの軽量化を行います。
選択肢2：正しい理由です。モバイルなど膨大な計算が苦手なデバイスにAIを導入するときなどは、モデルの軽量化を行います。
選択肢4：正しい理由です。モデルが大規模で、処理に時間がかかってしまう場合、モデルの軽量化を行います。"
121,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
畳み込み層ではカーネルを使用して画像の特徴を抽出する。このとき、カーネルは複数用意されており、カーネルの数の特徴マップが作成される。この数を（ア）という。",フォルマント周波数,ストライド,チャンネル数,カーネル幅,3,"選択肢3が正解です。
チャンネル数とは、畳み込み層にて作成された特徴マップの数のことです。基本的に、特徴マップはカーネルの枚数分作成されます。

選択肢1：フォルマント周波数とは、音声の周波数スペクトルに現れる周囲よりも強度が大きい周波数帯域であるフォルマントに対応する周波数のことです。
選択肢2：ストライドとは、カーネルをスライド（移動）させる幅のことを言います。
選択肢4：カーネル幅とは、カーネル（フィルタ）のサイズのことです。"
122,ディープラーニングの手法,現在、モデルの局所的な解釈を可能にするアプローチが考えられており、SHAPやLIMEなどといった手法がある。LIMEの説明として、正しい選択肢を選んでください。,ゲーム理論におけるShapley値を利用して、それぞれの特徴量が予測にどの程度影響を与えたかを算出する手法,CNNの判断根拠を可視化する2016年に発表された手法,モデルを全て分解し、簡単なモデルに置き換えることで、各特徴量の推論に対する貢献度を計算する手法,複雑なモデルを単純な線形回帰で近似させることで、どの特徴が推論に影響を与えたのかを示す手法,4,"選択肢4が正解です。
LIMEとは、複雑なモデルを単純な線形回帰で近似させることで、どの特徴が推論に影響を与えたのかを示す手法のことです。よって、選択肢4が答えです。

選択肢1：SHAPの説明です。SHAPとは、ゲーム理論におけるShapley値を利用して、それぞれの特徴量が予測にどの程度影響を与えたかを算出する手法のことです。
選択肢2：CAMの説明です。CAMとは、XAIの1つで、2016年に発表されたCNNの判断根拠を可視化する手法です。
選択肢3：該当するモデルはありません。"
123,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
ロボットの一連の動作を1つのディープラーニングネットワークで実現する学習方法を（ア）という。",教師強制,事前学習,一気通貫学習,マルチモーダル学習,3,"選択肢3が正解です。
一気通貫学習とは、ロボットの一連の動作を1つのディープラーニングネットワークで実現する学習方法のことです。

選択肢1：教師強制とは、RNNにおいて訓練のとき、前の時刻の正解データを現時点の入力データとして使用する手法のことです。
選択肢2：事前学習とは、オートエンコーダの学習を順番に進めていく手法のことを言います。学習を入力層から順に行っていくため、勾配消失問題は起きません。
選択肢4：マルチモーダル学習とは、様々な形式のデータを使って学習を行うことです。"
124,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
2014年のILSVRCで優勝したGoogLeNetは、複数のフィルタサイズで畳み込み処理を並列で行う（ア）を採用している。",インセプションモジュール（Inceptionモジュール）,スキップコネクション（スキップ結合）,Depthwise Separable Convolution,アノテーション,1,"選択肢1が正解です。
インセプションモジュール（Inceptionモジュール）とは、GoogLeNetで用いられているモジュールで、複数のフィルターサイズで畳み込み処理を並列で行います。

選択肢2：スキップコネクション（スキップ結合）とは、層を飛び越えて情報を渡す結合のことです。これにより、層が深くなっても学習が上手くいきやすくなりました。
選択肢3：Depthwise Separable Convolutionとは、MobileNetで採用されている手法で、計算量削減に繋がります。
選択肢4：アノテーションとは、データに対してタグやメタデータなどを付与することをいいます。また、作業は複数人で行うことが多いため、各作業者によってバラツキが出ないようにマニュアルなどを制定することが大切です。"
125,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
人間が使っている言語をコンピュータに処理させることを自然言語処理という。自然言語処理の分析には、（ア）、（イ）、（ウ）、（エ）などがある。（ア）では、文章を意味を持つ最小の単位に切り分けて解析を行う。（イ）では、（ア）で分解した単語間の関係性を解析を行う。（ウ）では、（イ）を行った文の意味を正しく解釈するために行う解析を行う。（エ）では、文を超えて、文章全体の意味を解析を行う。",意味解析,文脈解析,構文解析,形態素解析,4,"選択肢4が正解です。
形態素解析とは、文章を意味を持つ最小の単位（形態素）に切り分けて解析を行うことです。

選択肢1：意味解析とは、構文解析を行った文の意味を正しく解釈するために行う解析のことです。
選択肢2：文脈解析とは、文を超えて、文章全体の意味を解析することです。
選択肢3：構文解析とは、形態素解析で分解した単語間の関係性を解析することです。また、構文木などで分析結果が表示されます。"
126,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
人間が使っている言語をコンピュータに処理させることを自然言語処理という。自然言語処理の分析には、（ア）、（イ）、（ウ）、（エ）などがある。（ア）では、文章を意味を持つ最小の単位に切り分けて解析を行う。（イ）では、（ア）で分解した単語間の関係性を解析を行う。（ウ）では、（イ）を行った文の意味を正しく解釈するために行う解析を行う。（エ）では、文を超えて、文章全体の意味を解析を行う。",意味解析,文脈解析,構文解析,形態素解析,3,"選択肢3が正解です。
構文解析とは、形態素解析で分解した単語間の関係性を解析することです。また、構文木などで分析結果が表示されます。

選択肢1：意味解析とは、構文解析を行った文の意味を正しく解釈するために行う解析のことです。
選択肢2：文脈解析とは、文を超えて、文章全体の意味を解析することです。
選択肢4：形態素解析とは、文章を意味を持つ最小の単位（形態素）に切り分けて解析を行うことです。"
127,ディープラーニングの手法,"（ウ）に最もよく当てはまる選択肢を選んでください。
人間が使っている言語をコンピュータに処理させることを自然言語処理という。自然言語処理の分析には、（ア）、（イ）、（ウ）、（エ）などがある。（ア）では、文章を意味を持つ最小の単位に切り分けて解析を行う。（イ）では、（ア）で分解した単語間の関係性を解析を行う。（ウ）では、（イ）を行った文の意味を正しく解釈するために行う解析を行う。（エ）では、文を超えて、文章全体の意味を解析を行う。",意味解析,文脈解析,構文解析,形態素解析,1,"選択肢1が正解です。
意味解析とは、構文解析を行った文の意味を正しく解釈するために行う解析のことです。

選択肢2：文脈解析とは、文を超えて、文章全体の意味を解析することです。
選択肢3：構文解析とは、形態素解析で分解した単語間の関係性を解析することです。また、構文木などで分析結果が表示されます。
選択肢4：形態素解析とは、文章を意味を持つ最小の単位（形態素）に切り分けて解析を行うことです。"
128,ディープラーニングの手法,"（エ）に最もよく当てはまる選択肢を選んでください。
人間が使っている言語をコンピュータに処理させることを自然言語処理という。自然言語処理の分析には、（ア）、（イ）、（ウ）、（エ）などがある。（ア）では、文章を意味を持つ最小の単位に切り分けて解析を行う。（イ）では、（ア）で分解した単語間の関係性を解析を行う。（ウ）では、（イ）を行った文の意味を正しく解釈するために行う解析を行う。（エ）では、文を超えて、文章全体の意味を解析を行う。",意味解析,文脈解析,構文解析,形態素解析,2,"選択肢2が正解です。
文脈解析とは、文を超えて、文章全体の意味を解析することです。

選択肢1：意味解析とは、構文解析を行った文の意味を正しく解釈するために行う解析のことです。
選択肢3：構文解析とは、形態素解析で分解した単語間の関係性を解析することです。また、構文木などで分析結果が表示されます。
選択肢4：形態素解析とは、文章を意味を持つ最小の単位（形態素）に切り分けて解析を行うことです。"
129,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
DQNでは行動価値関数の関数近似を（ア）で求める。",CNN,伸縮マッチング,TD学習,データマイニング,1,"選択肢1が正解です。
CNNとは、畳み込みニューラルネットワークのことで、画像認識の分野に特化したニューラルネットワークです。CNNは、OCR、パターン認識など幅広い分野で使用されています。

選択肢2：伸縮マッチングとは、画像や音声などを変形させて一致する画像や音声を探す、もしくは特定の画像や音声に近づける手法のことを言います。
選択肢3：TD学習とは、強化学習の1つで、エピソードの終了まで待たずに状態価値関数や行動価値関数を更新する手法のことです。TD学習の代表的な手法には、Q学習やSARSAがあります。
選択肢4：データマイニングとは、膨大なデータ（ビッグデータ）を分析して、有益な情報を抽出する手法のことを言います。"
130,ディープラーニングの手法,AlphaGoを発展させた囲碁プログラムであるAlphaGo ZeroやAlpha Zeroに関する説明として、最も適切な選択肢を選択してください。,AlphaGoよりも弱くなったが計算コストは低下した,AlphaGo Zeroは人間の棋譜データを使わずに学習を行った,Alpha Zeroは人間の棋譜データを使って学習を行った,Alpha Zeroは囲碁のトッププレイヤーに勝利したが、チェスや将棋では勝利できなかった,2,"選択肢2が正解です。
AlphaGo Zeroは人間の棋譜データを使わずに学習を行いました。

選択肢1：AlphaGoよりも強くなりました。そのため「AlphaGoよりも弱くなったが計算コストは低下した」は間違いです。
選択肢3：Alpha Zeroは人間の棋譜データを使わずに学習を行いました。そのため「Alpha Zeroは人間の棋譜データを使って学習を行った」は間違いです。
選択肢4：Alpha Zeroは囲碁・チェス・将棋などボードゲームのトッププレイヤーに勝利しました。そのため「Alpha Zeroは囲碁のトッププレイヤーに勝利したが、チェスや将棋では勝利できなかった」は間違いです。"
131,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
プーリングには、各区間の最大値を抽出する（ア）や各区間の平均値を抽出する（イ）などがある。",アベレージプーリング,マックスプーリング,メジアンプーリング,ミニマムプーリング,2,"選択肢2が正解です。
マックスプーリング（最大値プーリング）とは、プーリングの代表的な手法の1つで、特徴マップの各区間の最大値を抽出することです。

選択肢1：アベレージプーリング（平均値プーリング）とは、プーリングの代表的な手法の1つで、特徴マップの各区間の平均値を抽出することです。
選択肢3：メジアンプーリングとは、プーリングの代表的な手法の1つで、特徴マップの各区間の中央値を抽出することです。メジアンプーリングは一般的な手法ではありません。
選択肢4：ミニマムプーリングとは、プーリングの代表的な手法の1つで、特徴マップの各区間の最小値を抽出することです。ミニマムプーリングは一般的な手法ではありません。"
132,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
プーリングには、各区間の最大値を抽出する（ア）や各区間の平均値を抽出する（イ）などがある。",アベレージプーリング,マックスプーリング,サムプーリング,ハイプーリング,1,"選択肢1が正解です。
アベレージプーリング（平均値プーリング）とは、プーリングの代表的な手法の1つで、特徴マップの各区間の平均値を抽出することです。

選択肢2：マックスプーリング（最大値プーリング）とは、プーリングの代表的な手法の1つで、特徴マップの各区間の最大値を抽出することです。
選択肢3：メジアンプーリングとは、プーリングの代表的な手法の1つで、特徴マップの各区間の中央値を抽出することです。メジアンプーリングは一般的な手法ではありません。
選択肢4：ミニマムプーリングとは、プーリングの代表的な手法の1つで、特徴マップの各区間の最小値を抽出することです。ミニマムプーリングは一般的な手法ではありません。"
133,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
深層強化学習の手法であるRainbowは、基準にもとづいてエージェント自身が生成する報酬である（ア）を改良したことで、難易度の高い様々なゲームで人間よりも高いスコアを叩き出した。",エピソード,割引率,Q値,内発的報酬,4,"選択肢4が正解です。
内発的報酬とは、環境から獲得できる報酬とは別に、基準にもとづいてエージェント自身が生成する報酬のことです。

選択肢1：エピソードとは、強化学習において、与えられた環境に対する行動の開始から終了までの1回分の試行のことをいいます。
選択肢2：割引率とは、強化学習において報酬和を計算するとき、不確実な未来の報酬を割り引くために使用されるパラメータのことをいいます。
選択肢3：Q値とは、行動価値関数から返ってくる値のことです。"
134,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
一般物体検出の代表的な手法に、（ア）や（イ）などがある。（ア）は画像全体をCNNに1回入力するだけで、物体の認識と物体領域の切り出しを同時に行うことができるモデルである。また、（イ）はFast R-CNNを改良したもので、候補領域の抽出にセレクティブ・サーチを利用していたものを、Region Proposal NetworkというCNNに置き換えたモデルである。",Rainbow,YOLO,GPT,BERT,2,"選択肢2が正解です。
YOLOとは、従来の物体検知と異なり、画像全体をCNNに1回入力するだけで、物体の認識と物体領域の切り出しを同時に行うことができるモデルのことです。

選択肢1：Rainbowとは、DQNを改良したモデルで、ダブルDQNや優先度付き経験再生など様々な手法を組み合わせた手法です。
選択肢3：GPTとは、OpenAIが開発した自然言語処理モデルで、大規模なコーパスを使用して事前学習・ファインチューニングを行うモデルのことです。
選択肢4：BERTとは、Googleが開発した自然言語処理モデルのことです。また、BERTは従来のモデルで使用されていたLSTMの代わりに、トランスフォーマーと呼ばれるモデルを採用しています。"
135,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
一般物体検出の代表的な手法に、（ア）や（イ）などがある。（ア）は画像全体をCNNに1回入力するだけで、物体の認識と物体領域の切り出しを同時に行うことができるモデルである。また、（イ）はFast R-CNNを改良したもので、候補領域の抽出にセレクティブ・サーチを利用していたものを、Region Proposal NetworkというCNNに置き換えたモデルである。",SSD,Stack Overflow,Faster R-CNN,Super R-CNN,3,"選択肢3が正解です。
Faster R-CNNとは、Fast R-CNNを改良したモデルで、候補領域の抽出にセレクティブ・サーチを利用していたものを、Region Proposal NetworkというCNNに置き換えたものです。

選択肢1：SSDとは、YOLOと同じように物体の認識と物体領域の切り出しを同時に行う手法のことです。
選択肢2：Stack Overflowとは、プログラミング技術に関するナレッジコミュニティのことです。
選択肢4：Super R-CNNという用語はありません。"
136,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
LSTMブロックを構成する誤差を内部に保存するためのユニットを（ア）という。",SMOTE,FPN,CAM,CEC,4,"選択肢4が正解です。
CECとは、LSTMブロックを構成する誤差を内部に保存するためのユニットです。

選択肢1：SMOTEとは、オーバーサンプリングの代表的な手法の1つで、データに偏りがあるときに、少ないデータのカテゴリに対して水増しを行います。
選択肢2：FPNは、物体検出モデルの1つです。
選択肢3：CAMとは、XAIの1つで、2016年に発表されたCNNの判断根拠を可視化する手法です。"
137,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
特徴量のなどの次元が増えると、データを分析するときの計算量や収集するべきデータ量などが指数関数的に増えてしまうことを（ア）という。",次元の呪い,ムーアの法則,バーニーおじさんのルール,オッカムの剃刀,1,"選択肢1が正解です。
次元の呪いとは、特徴量のなどの次元が増えると、データを分析するときの計算量や収集するべきデータ量などが指数関数的に増えてしまう問題のことです。

選択肢2：ムーアの法則とは、ゴードン・ムーアが提唱したもので、半導体の集積密度は18ヶ月で2倍になるという経験則のことを言います。
選択肢3：バーニーおじさんのルールとは、学習に必要なデータ量は、モデルのパラメータ数の10倍とする経験則のことです
選択肢4：オッカムの剃刀とは、「ある事柄を説明するためには、必要以上に多くを仮定するべきではない」とする指針・考え方のことで、機械学習の分野でも採用されています。"
138,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
自然言語タスクには様々な種類がある。例えば、前提と仮説からなる2つの文章を用いて、前提と仮説が正しいか矛盾しているかを推論する（ア）、与えられた文章から肯定的な意見か否定的な意見かを分析する（イ）などがある。また、（ア）は（ウ）とも呼ばれている。",照応解析,自然言語推論,評判分析,意味解析,2,"選択肢2が正解です。
自然言語推論とは、自然言語タスクの1つで、前提と仮説からなる2つの文章を用いて、前提と仮説が正しいか矛盾しているかを推論することです。

選択肢1：照応解析とは、代名詞の指示対象を推定したり、省略された名詞を推定したりすることです。
選択肢3：評判分析とは、自然言語タスクの1つで、与えられた文章から肯定的な意見か否定的な意見かを分析することです。
選択肢4：意味解析とは、構文解析を行った文の意味を正しく解釈するために行う解析のことです。"
139,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
自然言語タスクには様々な種類がある。例えば、前提と仮説からなる2つの文章を用いて、前提と仮説が正しいか矛盾しているかを推論する（ア）、与えられた文章から肯定的な意見か否定的な意見かを分析する（イ）などがある。また、（ア）は（ウ）とも呼ばれている。",照応解析,自然言語推論,評判分析,意味解析,3,"選択肢3が正解です。
評判分析とは、自然言語タスクの1つで、与えられた文章から肯定的な意見か否定的な意見かを分析することです。

選択肢1：照応解析とは、代名詞の指示対象を推定したり、省略された名詞を推定したりすることです。
選択肢2：自然言語推論とは、自然言語タスクの1つで、前提と仮説からなる2つの文章を用いて、前提と仮説が正しいか矛盾しているかを推論することです。
選択肢4：意味解析とは、構文解析を行った文の意味を正しく解釈するために行う解析のことです。"
140,ディープラーニングの手法,"（ウ）に最もよく当てはまる選択肢を選んでください。
自然言語タスクには様々な種類がある。例えば、前提と仮説からなる2つの文章を用いて、前提と仮説が正しいか矛盾しているかを推論する（ア）、与えられた文章から肯定的な意見か否定的な意見かを分析する（イ）などがある。また、（ア）は（ウ）とも呼ばれている。",係り受け解析,ウォード法,含意関係認識,形態素解析,3,"選択肢3が正解です。
含意関係認識とは、自然言語タスクの1つで、前提と仮説からなる2つの文章を用いて、前提と仮説が正しいか矛盾しているかを推論することです。また、自然言語推論とも呼ばれます。

選択肢1：係り受け解析とは、主語や述語、修飾語や被修飾語のように、単語同士の関係性を推定することです。
選択肢2：ウォード法とは、クラスター分析で使用される手法の1つで、最も距離が近い2つのクラスタを結合し、1つのクラスタにまとめるという処理を繰り返し行う手法です。また、途中経過を樹形図（デンドログラム）で表すことができます。
選択肢4：形態素解析とは、文章を意味を持つ最小の単位（形態素）に切り分けて解析を行うことです。"
141,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
ロボットを実際に動かしてデータを収集する場合、時間がかかってしまう。そこで、ロボットなどを使って解決したいタスクを（ア）で再現し、データ収集効率を上げ、最適な方策を求めるという手法が使われるようになってきた。また、（ア）で学習したモデルを実世界に転移させることを（イ）という。しかし、（ア）と実世界には様々な違いがあるため、モデルの性能が低くなってしまうという問題点がある。（ア）と実世界の違いを（ウ）という。（ウ）を解決する方法として、（エ）を活用する方法がある。（エ）とは、（ア）の環境をランダムに変更することで、（ウ）を小さくし、（ア）から実世界へ移行させたときのモデルの精度低下を防ごうとする手法のことである。",ナレッジ管理システム,シュミレータ,拡張知能,拡張現実,2,"選択肢2が正解です。
シュミレータとは、現実の環境を模擬的に再現する機能をもつソフトウェアやハードウェアのことです。

選択肢1：ナレッジ管理システムとは、知識を管理するシステムのことで、基本的に推論や判断を行うことはありません。
選択肢3：拡張知能とは、人間と技術を組み合わせて、人間が持っている能力を拡張させることを言います。
選択肢4：拡張現実とは、現実世界と仮想世界を重ね合わせて表示する技術のことで、ARとも呼ばれています。"
