,単元,問題文,選択肢1,選択肢2,選択肢3,選択肢4,解答,解説
102,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
CNNにおいてカーネル（フィルタ）を使って画像の特徴を抽出する層のことを（ア）という。また、カーネルのサイズのことを（イ）という。",プーリング層,全結合層,畳み込み層,可視層,3,"選択肢3が正解です。
畳み込み層とは、カーネルを使って画像の特徴を抽出する層のことです。

選択肢1：プーリング層とは、畳み込み層で出力した特徴マップを、ルールに従いデータ量を小さくしていく処理を行う層のことです。
選択肢2：全結合層とは、畳み込み層で抽出された特徴マップをもとに目的に応じた値を出力するための層のことです。
選択肢4：可視層とは、入力層と出力層がセットになったもので、オートエンコーダの層の1つです。"
103,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
CNNにおいてカーネル（フィルタ）を使って画像の特徴を抽出する層のことを（ア）という。また、カーネルのサイズのことを（イ）という。",パディング,スケーリング,ストライド,カーネル幅,4,"選択肢4が正解です。
カーネル幅とは、カーネル（フィルタ）のサイズのことです。

選択肢1：パディングとは、作成する特徴マップの大きさを調整するために、入力画像の周囲に値を入れる操作のことです。
選択肢2：スケーリングとは、特徴量の範囲を比較がしやすいように処理することです。スケーリングの代表的な手法に、正規化や標準化などがあります。
選択肢3：ストライドとは、カーネルをスライド（移動）させる幅のことを言います。"
104,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
複数エージェントがいる環境での強化学習のことを（ア）という。（ア）の技術をゲームAIに持ち込むことで、ゲームAIの精度が上がった。代表的なゲームAIとして、対戦型リアルタイムストラテジーゲーム「Dota 2」の2018年度世界大会覇者OGに勝利した（イ）やリアルタイムストラテジーゲーム「StarCraft II（スタークラフト2）」でトッププレイヤーを相手に勝利した（ウ）などがある。",AlphaStar,MARL,AlphaGo Zero,OpenAI Five,2,"選択肢2が正解です。
MARL（マルチエージェント強化学習）とは、複数エージェントがいる環境での強化学習のことを言います。

選択肢1：AlphaStarは、DeepMind社が開発した人工知能で、リアルタイムストラテジーゲーム「StarCraft II（スタークラフト2）」でトッププレイヤーを相手に勝利したモデルです。
選択肢3：AlphaGo Zeroとは、AlphaGoを発展させた囲碁プログラムで、人間の棋譜データを使わずに、自己対戦データをもとに深層強化学習を行います。
選択肢4：OpenAI Fiveは、人工知能を研究する団体であるOpenAIが開発したシステムで、対戦型リアルタイムストラテジーゲーム「Dota 2」の2018年度世界大会覇者OGに勝利しました。"
105,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
複数エージェントがいる環境での強化学習のことを（ア）という。（ア）の技術をゲームAIに持ち込むことで、ゲームAIの精度が上がった。代表的なゲームAIとして、対戦型リアルタイムストラテジーゲーム「Dota 2」の2018年度世界大会覇者OGに勝利した（イ）やリアルタイムストラテジーゲーム「StarCraft II（スタークラフト2）」でトッププレイヤーを相手に勝利した（ウ）などがある。",AlphaStar,MARL,AlphaGo Zero,OpenAI Five,4,"選択肢4が正解です。
OpenAI Fiveは、人工知能を研究する団体であるOpenAIが開発したシステムで、対戦型リアルタイムストラテジーゲーム「Dota 2」の2018年度世界大会覇者OGに勝利しました。

選択肢1：AlphaStarは、DeepMind社が開発した人工知能で、リアルタイムストラテジーゲーム「StarCraft II（スタークラフト2）」でトッププレイヤーを相手に勝利したモデルです。
選択肢2：MARL（マルチエージェント強化学習）とは、複数エージェントがいる環境での強化学習のことを言います。
選択肢3：AlphaGo Zeroとは、AlphaGoを発展させた囲碁プログラムで、人間の棋譜データを使わずに、自己対戦データをもとに深層強化学習を行います。"
106,ディープラーニングの手法,"（ウ）に最もよく当てはまる選択肢を選んでください。
複数エージェントがいる環境での強化学習のことを（ア）という。（ア）の技術をゲームAIに持ち込むことで、ゲームAIの精度が上がった。代表的なゲームAIとして、対戦型リアルタイムストラテジーゲーム「Dota 2」の2018年度世界大会覇者OGに勝利した（イ）やリアルタイムストラテジーゲーム「StarCraft II（スタークラフト2）」でトッププレイヤーを相手に勝利した（ウ）などがある。",AlphaStar,MARL,AlphaGo Zero,OpenAI Five,1,"選択肢1が正解です。
AlphaStarは、DeepMind社が開発した人工知能で、リアルタイムストラテジーゲーム「StarCraft II（スタークラフト2）」でトッププレイヤーを相手に勝利したモデルです。

選択肢2：MARL（マルチエージェント強化学習）とは、複数エージェントがいる環境での強化学習のことを言います。
選択肢3：AlphaGo Zeroとは、AlphaGoを発展させた囲碁プログラムで、人間の棋譜データを使わずに、自己対戦データをもとに深層強化学習を行います。
選択肢4：OpenAI Fiveは、人工知能を研究する団体であるOpenAIが開発したシステムで、対戦型リアルタイムストラテジーゲーム「Dota 2」の2018年度世界大会覇者OGに勝利しました。"
107,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
ResNetとは、2015年のILSVRCで優勝したモデルで、（ア）を加えることで、層が深くなっても学習が上手くいくようになった。また、ResNetを派生させたモデルとして（イ）が有名である。",スキップコネクション,LSTM,位置エンコーディング,オートエンコーダ,1,"選択肢1が正解です。
スキップコネクション（スキップ結合）とは、層を飛び越えて情報を渡す結合のことです。これにより、層が深くなっても学習が上手くいきやすくなりました。

選択肢2：LSTMとは、リカレントニューラルネットワーク（RNN）の1種で、勾配消失問題や入力重み衝突・出力重み衝突問題などを回避するために考えられた手法です。また、LSTMブロックと呼ばれる機構を導入することで、時系列情報を保持することができるようになっています。
選択肢3：位置エンコーディングとは、単語の位置関係の情報が失われるのを回避するため、単語に位置関係の情報を与える処理のことを言います。
選択肢4：オートエンコーダとは、ニューラルネットワークの1種で、可視層と隠れ層の2層からなるネットワークのことを言います。"
108,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
ResNetとは、2015年のILSVRCで優勝したモデルで、（ア）を加えることで、層が深くなっても学習が上手くいくようになった。また、ResNetを派生させたモデルとして（イ）が有名である。",VGGNet,U-Net,PSPNet,DenseNet,4,"選択肢4が正解です。
DenseNetとは、ResNetの派生モデルの1つで、スキップコネクション（スキップ結合）を改良したモデルです。

選択肢1：VGGNetとは、オックスフォード大学のVGG（Visual Geometry Group）が開発したCNNで、AlexNetよりも層をより深くしたモデルになっています。
選択肢2：U-Netとは、セマンティックセグメンテーションの代表的な手法の1つで、セグネット（SegNet）と同様にエンコーダとデコーダの構造を取り入れたネットワークのことです。
選択肢3：PSPNetとは、セマンティックセグメンテーションの代表的な手法の1つで、エンコーダとデコーダの間にPyramid Pooling Moduleが設けられたモデルです。"
109,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
言語によって区別される音の最小単位を（ア）という。また、（イ）は（ア）よりも広い意味で使われることが多く、アクセントを含めた意味として使われる。さらに、（イ）は、言語の歴史的な変化や体系性といった文脈で使われることが多い。",音韻,音階,音素,音程,3,"選択肢3が正解です。
音素とは、言語によって区別される音の最小単位のことです。

選択肢1：音韻とは、母語話者が同じ1つの音と認識できる音の体系・総称のことです。また、音素よりも広い意味で使われることが多く、アクセントを含めた意味で使われます。
選択肢2：音階とは、音を音高により昇順あるいは降順にならべたものです。
選択肢4：音程とは、二つの音の高さの差のことです。"
110,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
言語によって区別される音の最小単位を（ア）という。また、（イ）は（ア）よりも広い意味で使われることが多く、アクセントを含めた意味として使われる。さらに、（イ）は、言語の歴史的な変化や体系性といった文脈で使われることが多い。",音韻,音階,音素,音程,1,"選択肢1が正解です。
音韻とは、母語話者が同じ1つの音と認識できる音の体系・総称のことです。また、音素よりも広い意味で使われることが多く、アクセントを含めた意味で使われます。

選択肢2：音階とは、音を音高により昇順あるいは降順にならべたものです。
選択肢3：音素とは、言語によって区別される音の最小単位のことです。
選択肢4：音程とは、二つの音の高さの差のことです。"
111,ディープラーニングの手法,合成音声に関する説明として、最も不適切な選択肢を選択してください。,高い声や低い声など音声を変更することができる,合成音声とは人間の音声を人工的に作り出すことである,合成音声は音声認識の1つである,合成音声技術の向上により人間に近い話し方になっている,3,"選択肢3が正解です。
合成音声と音声認識は異なる概念です。そのため、「合成音声は音声認識の1つである」は間違いです。また、音声認識とは、人間が発した声を分析して、テキストに変換する技術のことです。一方、合成音声とは、テキストを読み上げる音声を人工的に作り出すことです。

選択肢1：正しい説明です。高い声や低い声など音声を変更することができます。
選択肢2：正しい説明です。合成音声とは人間の音声を人工的に作り出すことです。
選択肢4：正しい説明です。合成音声技術の向上により人間に近い話し方になっています。"
112,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
（ア）は、2019年にOpenAIが公開した約15億個のパラメータを持つ自然言語処理モデルである。（イ）は、2020年にOpenAIが開発した約1,750億個のパラメータを持つ自然言語処理モデルである。",Adam,GPT-2,AdaBoost,Attention,2,"選択肢2が正解です。
GPT-2とは、2019年にOpenAIが公開した自然言語処理モデルで、GPTを改良したものになっています。また、現在ではさらに改良されたGPT-3も公開されています。

選択肢1：Adamとは、RMSpropにモーメンタム法を取り入れたアルゴリズムで、局所最適化やプラトーなどを避け、学習の効率を上げることができます。　
選択肢3：AdaBoostとは、ブースティングの手法の1つで、Yoav FreundとRobert Schapireによって考案されました。
選択肢4：Attentionとは、データの中からどのデータが予測で重要なのかを重み付けする手法です。"
113,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
（ア）は、2019年にOpenAIが公開した約15億個のパラメータを持つ自然言語処理モデルである。（イ）は、2020年にOpenAIが開発した約1,750億個のパラメータを持つ自然言語処理モデルである。",BERT,ILSVRC,GPT-3,ALBERT,3,"選択肢3が正解です。
GPT-3とは、2020年にOpenA Iによって公開された約1,750億個のパラメータを持つ自然言語処理モデルです。

選択肢1：BERTとは、Googleが開発した自然言語処理モデルのことです。また、BERTは従来のモデルで使用されていたLSTMの代わりに、トランスフォーマーと呼ばれるモデルを採用しています。
選択肢2：ILSVRCとは、ImageNet Large Scale Visual Recognition Challengeの略称で、画像認識の精度を競う大会のことを言います。
選択肢4：ALBERTとは、BERTをベースに精度を維持しながらパラメータ数を減らし、軽量化したモデルのことです。"
114,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
深層生成モデルは（ア）を取り入れた生成モデルであり、（イ）や敵対的生成ネットワークが代表的なモデルである。",決定木,ディープラーニング,モンテカルロ法,拡張知能,2,"選択肢2が正解です。
ディープラーニングとは、データの特徴を定量的に表したもの（特徴量）を人工知能が自ら学習する手法のことで、深層学習とも呼ばれています。

選択肢1：決定木とは、ツリー（樹形図）によってデータを分析する手法のことです。条件に合わせて分岐路を作るためツリー状になります。また、分類で使われる決定木を分類木、回帰で使われる決定木を回帰木と言います。
選択肢3：モンテカルロ法とは、何度もシミュレーションを行ったり、乱数を使用したりして、近似的な答えを導き出す手法のことです。
選択肢4：拡張知能とは、人間と技術を組み合わせて、人間が持っている能力を拡張させることを言います。"
115,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
深層生成モデルは（ア）を取り入れた生成モデルであり、（イ）や敵対的生成ネットワークが代表的なモデルである。",VAE,Open Pose,AdaBoost,BERT,1,"選択肢1が正解です。
VAE（変分オートエンコーダ）とは、オートエンコーダを活用した深層生成モデルのことです。入力データを統計分布に変換し、その分布を表現するように学習を行います。また、入力データと統計分布をもとに潜在変数に変換し、そのデータをもとに新しいデータを生成します。

選択肢2：Open Poseとは、複数の人間の関節位置を推定できる手法のことで、Parts Affinity Fieldsと呼ばれる手法を導入しています。
選択肢3：AdaBoostとは、ブースティングの手法の1つで、Yoav Freundと Robert Schapireによって考案されました。
選択肢4：BERTとは、Googleが開発した自然言語処理モデルのことです。また、BERTは従来のモデルで使用されていたLSTMの代わりに、トランスフォーマーと呼ばれるモデルを採用しています。"
116,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
フーリエ級数展開やフーリエ変換などを活用して、複雑な関数や現象を三角関数に分解して簡単に記述する方法・考え方のことを（ア）という。",フーリエ関数,フーリエ解析,フーリエ行列,フーリエ分解,2,"選択肢2が正解です。
フーリエ解析とは、フーリエ級数展開やフーリエ変換などを活用して、複雑な関数や現象を三角関数に分解して簡単に記述する方法・考え方のことです。

選択肢1：フーリエ関数という用語はありません。
選択肢3：フーリエ行列という用語はありません。
選択肢4：フーリエ分解という用語はありません。"
117,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
状態遷移や報酬を予測するモデルのことを（ア）という。エージェントが（ア）を使用するアルゴリズムを（イ）、エージェントが（ア）を使用しないアルゴリズムを（ウ）という。また、エージェントを取り巻く（ア）を、様々な要素を学習して構築しようとする枠組みのこと（エ）という。",環境モデル,世界モデル,モデルフリー,モデルベース,1,"選択肢1が正解です。
環境モデルとは、状態遷移や報酬を予測するモデルのことです。

選択肢2：世界モデルとは、エージェントを取り巻く環境モデルを、様々な要素を学習して構築しようとする枠組みのことです。
選択肢3：モデルフリーとは、環境モデルを使用しないアルゴリズムのことです。
選択肢4：モデルベースとは、環境モデルを使用するアルゴリズムのことで、モデルフリーの手法に比べてサンプル効率が良いとされています。"
118,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
状態遷移や報酬を予測するモデルのことを（ア）という。エージェントが（ア）を使用するアルゴリズムを（イ）、エージェントが（ア）を使用しないアルゴリズムを（ウ）という。また、エージェントを取り巻く（ア）を、様々な要素を学習して構築しようとする枠組みのこと（エ）という。",環境モデル,世界モデル,モデルフリー,モデルベース,4,"選択肢4が正解です。
モデルベースとは、環境モデルを使用するアルゴリズムのことで、モデルフリーの手法に比べてサンプル効率が良いとされています。

選択肢1：環境モデルとは、状態遷移や報酬を予測するモデルのことです。
選択肢2：世界モデルとは、エージェントを取り巻く環境モデルを、様々な要素を学習して構築しようとする枠組みのことです。
選択肢3：モデルフリーとは、環境モデルを使用しないアルゴリズムのことです。"
119,ディープラーニングの手法,"（ウ）に最もよく当てはまる選択肢を選んでください。
状態遷移や報酬を予測するモデルのことを（ア）という。エージェントが（ア）を使用するアルゴリズムを（イ）、エージェントが（ア）を使用しないアルゴリズムを（ウ）という。また、エージェントを取り巻く（ア）を、様々な要素を学習して構築しようとする枠組みのこと（エ）という。",環境モデル,世界モデル,モデルフリー,モデルベース,3,"選択肢3が正解です。
モデルフリーとは、環境モデルを使用しないアルゴリズムのことです。

選択肢1：環境モデルとは、状態遷移や報酬を予測するモデルのことです。
選択肢2：世界モデルとは、エージェントを取り巻く環境モデルを、様々な要素を学習して構築しようとする枠組みのことです。
選択肢4：モデルベースとは、環境モデルを使用するアルゴリズムのことで、モデルフリーの手法に比べてサンプル効率が良いとされています。"
120,ディープラーニングの手法,"（エ）に最もよく当てはまる選択肢を選んでください。
状態遷移や報酬を予測するモデルのことを（ア）という。エージェントが（ア）を使用するアルゴリズムを（イ）、エージェントが（ア）を使用しないアルゴリズムを（ウ）という。また、エージェントを取り巻く（ア）を、様々な要素を学習して構築しようとする枠組みのこと（エ）という。",環境モデル,世界モデル,モデルフリー,モデルベース,2,"選択肢2が正解です。
世界モデルとは、エージェントを取り巻く環境モデルを、様々な要素を学習して構築しようとする枠組みのことです。

選択肢1：環境モデルとは、状態遷移や報酬を予測するモデルのことです。
選択肢3：モデルフリーとは、環境モデルを使用しないアルゴリズムのことです。
選択肢4：モデルベースとは、環境モデルを使用するアルゴリズムのことで、モデルフリーの手法に比べてサンプル効率が良いとされています。"
121,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
音声認識でよく使われていたモデルに（ア）がある。（ア）は音素ごとに学習を行っていく手法である。",MAモデル,AIDMAモデル,隠れマルコフモデル,ターゲットネットワーク,3,"選択肢3が正解です。
隠れマルコフモデル（HMM）は、音声認識でよく使われていたモデルで、確率モデルの1つです。

選択肢1：MAモデルとは、ある時刻の値を過去のデータの移動平均を用いて予測するモデルのことです。
選択肢2：AIDMAモデルとは、消費者の購買行動をパターン化したもので、Attention（注意）、Interest（興味）、Desire（欲求）、Memory（記憶）、Action（行動）の頭文字をとったものです。
選択肢4：ターゲットネットワークとは、DQNにおいて学習の精度を高める方法の1つで、ターゲットになる過去のネットワークを教師のように見立てて学習する手法のことです。"
122,ディープラーニングの手法,インスタンスセグメンテーションの代表的な手法として、最も適切な選択肢を選択してください。,PSPNet,FCN,Mask R-CNN,Segnet,3,"選択肢3が正解です。
Mask R-CNNとは、物体検出とインスタンスセグメンテーションを同時に行う手法のことです。物体検出はFaster R-CNNを活用し、インスタンスセグメンテーションはFCNを活用しています。

選択肢1：PSPNetとは、セマンティックセグメンテーションの代表的な手法の1つで、エンコーダとデコーダの間にPyramid Pooling Moduleが設けられたモデルです。
選択肢2：FCN（完全畳み込みネットワーク）は、セマンティックセグメンテーションの代表的な手法の1つで、CNNで使われている全結合層を畳み込み層に置き換えたネットワークのことです。FCN（完全畳み込みネットワーク）では、畳み込み層によって小さくなった特徴マップを入力画像サイズ・解像度まで戻す処理（アンサンプリング）を行っています。
選択肢4：セグネット（SegNet）とは、セマンティックセグメンテーションの代表的な手法の1つで、FCNと同様にCNNで使われている全結合層を畳み込み層に置き換えたネットワークを持ちます。また、エンコーダとデコーダの構造を取り入れています。"
123,ディープラーニングの手法,RNNにおけるAttentionの説明として最も適切な選択肢を選択してください。,データの中からどのデータが予測で重要なのかを重み付けする方法,誤差を内部にとどめ勾配消失を防ぐもの、セルとも呼ばれる,データに対してタグやメタデータなどを付与すること,複数のフィルターサイズで畳み込み処理を並列で行うものです,1,"選択肢1が正解です。
選択肢1が、Attentionの説明です。Attentionは、データの中からどのデータが予測で重要なのかを重み付けする方法です。 

選択肢2：CECの説明です。CECとは、LSTMブロックを構成する誤差を内部に保存するためのユニットです。
選択肢3：アノテーションの説明です。 アノテーションは、データに対してタグやメタデータなどを付与することです。
選択肢4：インセプションモジュール（Inceptionモジュール）の説明です。インセプションモジュールは、複数のフィルターサイズで畳み込み処理を並列で行うものです。"
124,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
精度の高いモデルを作っていくためにはデータのバリエーションを豊富にする必要がある。バリエーションを増やす手法として、（ア）、（イ）、（ウ）、（エ）などがある。（ア）は2枚の画像を合成して新しい画像を生成する手法であり、（イ）は画像の一部の値を0（遮断）にして画像を生成する手法である。（ウ）は、（ア）と（イ）を組み合わせた手法である。また、（エ）は画像の一部をランダムな値にして画像を生成する手法のことである。",Cutout,Random Erasing,Mixup,CutMix,3,"選択肢3が正解です。
Mixupとは、データのバリエーションを増やす手法の1つで、2枚の画像を合成して新しい画像を生成する手法のことです。

選択肢1：Cutoutとは、データのバリエーションを増やす手法の1つで、画像の一部の値を0（遮断）にして画像を生成する手法のことです。
選択肢2：Random Erasingとは、データのバリエーションを増やす手法の1つで、画像の一部をランダムな値にして画像を生成する手法のことです。
選択肢4：CutMixとは、データのバリエーションを増やす手法の1つで、CutoutとMixupを組み合わせた手法のことです。"
125,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
精度の高いモデルを作っていくためにはデータのバリエーションを豊富にする必要がある。バリエーションを増やす手法として、（ア）、（イ）、（ウ）、（エ）などがある。（ア）は2枚の画像を合成して新しい画像を生成する手法であり、（イ）は画像の一部の値を0（遮断）にして画像を生成する手法である。（ウ）は、（ア）と（イ）を組み合わせた手法である。また、（エ）は画像の一部をランダムな値にして画像を生成する手法のことである。",Cutout,Random Erasing,Mixup,CutMix,1,"選択肢1が正解です。
Cutoutとは、データのバリエーションを増やす手法の1つで、画像の一部の値を0（遮断）にして画像を生成する手法のことです。

選択肢2：Random Erasingとは、データのバリエーションを増やす手法の1つで、画像の一部をランダムな値にして画像を生成する手法のことです。
選択肢3：Mixupとは、データのバリエーションを増やす手法の1つで、2枚の画像を合成して新しい画像を生成する手法のことです。
選択肢4：CutMixとは、データのバリエーションを増やす手法の1つで、CutoutとMixupを組み合わせた手法のことです。"
126,ディープラーニングの手法,"（ウ）に最もよく当てはまる選択肢を選んでください。
精度の高いモデルを作っていくためにはデータのバリエーションを豊富にする必要がある。バリエーションを増やす手法として、（ア）、（イ）、（ウ）、（エ）などがある。（ア）は2枚の画像を合成して新しい画像を生成する手法であり、（イ）は画像の一部の値を0（遮断）にして画像を生成する手法である。（ウ）は、（ア）と（イ）を組み合わせた手法である。また、（エ）は画像の一部をランダムな値にして画像を生成する手法のことである。",Cutout,Random Erasing,Mixup,CutMix,4,"選択肢4が正解です。
CutMixとは、データのバリエーションを増やす手法の1つで、CutoutとMixupを組み合わせた手法のことです。

選択肢1：Cutoutとは、データのバリエーションを増やす手法の1つで、画像の一部の値を0（遮断）にして画像を生成する手法のことです。
選択肢2：Random Erasingとは、データのバリエーションを増やす手法の1つで、画像の一部をランダムな値にして画像を生成する手法のことです。
選択肢3：Mixupとは、データのバリエーションを増やす手法の1つで、2枚の画像を合成して新しい画像を生成する手法のことです。"
127,ディープラーニングの手法,"（エ）に最もよく当てはまる選択肢を選んでください。
精度の高いモデルを作っていくためにはデータのバリエーションを豊富にする必要がある。バリエーションを増やす手法として、（ア）、（イ）、（ウ）、（エ）などがある。（ア）は2枚の画像を合成して新しい画像を生成する手法であり、（イ）は画像の一部の値を0（遮断）にして画像を生成する手法である。（ウ）は、（ア）と（イ）を組み合わせた手法である。また、（エ）は画像の一部をランダムな値にして画像を生成する手法のことである。",Cutout,Random Erasing,Mixup,CutMix,2,"選択肢2が正解です。
Random Erasingとは、データのバリエーションを増やす手法の1つで、画像の一部をランダムな値にして画像を生成する手法のことです。

選択肢1：Cutoutとは、データのバリエーションを増やす手法の1つで、画像の一部の値を0（遮断）にして画像を生成する手法のことです。
選択肢3：Mixupとは、データのバリエーションを増やす手法の1つで、2枚の画像を合成して新しい画像を生成する手法のことです。
選択肢4：CutMixとは、データのバリエーションを増やす手法の1つで、CutoutとMixupを組み合わせた手法のことです。"
128,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
ニューラルネットワークにおいて「関係のある出力は重みが大きく、関係のない出力は重みを小さくすること」が原則だが、「現在にとって関係のない出力でも、未来にとって関係のある出力の場合重みを大きくする」ことがある。このとき、重みに対する矛盾が発生してしまう。このような問題を、（ア）と言います。",信用割当問題,出力重み衝突,コールドスタート問題,シンボルグラウンディング問題,2,"選択肢2が正解です。
出力重み衝突とは、RNNなどにおける重みに関する問題のことを言います。一般的に、「関係のある出力は重みが大きく、関係のない出力は重みを小さくすること」が原則です。しかし、「現在にとって関係のない出力でも、未来にとって関係のある出力の場合重みを大きくする」ことがあり、これは重みの原則に反してしまいます。このような問題を、出力重み衝突と言います。

選択肢1：信用割当問題とは、モデルが導き出した結果が間違っている場合、どのパラメーターに責任があるのか、どのパラメーターを修正すればいいのか分からないという問題のことです。誤差逆伝播法により、信用割当問題は解決されました。
選択肢3：コールドスタート問題とは、協調フィルタリングにおける問題の1つで、データ量が少ない場合、ユーザーにとって適切な情報を提示できないという問題のことです。
選択肢4：シンボルグラウンディング問題とは、コンピュータがシンボル（記号）を現実世界の意味とどのように結びつけるかという問題のことを言います。例えば、人間の場合は、「ウマ」と「縞模様」を知っていれば、「シマウマ」を知らなくても、縞模様をもつウマであることを想像することができます。一方、人工知能は「ウマ」と「縞模様」の用語を学習していても、用語を本質的に理解していないので、両者を結びつけて「シマウマ」を想像することができません。シンボルグラウンディング問題は、認知科学者のスティーブン・ハルナッドにより議論されたものです。"
129,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
ある画像とその画像に関する質問を与えたとき、正しい答えを導き出すタスクのことを（ア）という。",意味的類似度判定,含意関係認識,VQA,SQuAD,3,"選択肢3が正解です。
VQA（Visual Question Answering）とは、ある画像とその画像に関する質問を与えたとき、正しい答えを導き出すタスクのことです。

選択肢1：意味的類似度判定とは、自然言語タスクの1つで、文章間の意味的な類似度を判定することです。
選択肢2：含意関係認識とは、自然言語タスクの1つで、前提と仮説からなる2つの文章を用いて、前提と仮説が正しいか矛盾しているかを推論することです。また、自然言語推論とも呼ばれます。
選択肢4：SQuADとは、自然言語の読解のベンチマークで、短い文章を読ませ、質問に回答させて精度をはかります。"
130,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
word2vecを提案した（ア）が、fastTextというライブラリを発表した。",ジェフリー・ヒントン,トマス・ミコロフ,ヤン・ルカン,ジョン・サール,2,"選択肢2が正解です。
トマス・ミコロフは元Googleの研究者で、word2vecやfastTextなどのモデルを発表した人物です。

選択肢1：ジェフリー・ヒントンは、イギリス生まれのコンピュータ科学の学者です。また、彼が率いるSuperVisionは、ILSVRC2012で優勝しました。
選択肢3：ヤン・ルカンとは、フランス出身の計算機科学者であり、誤差逆伝播法を学習に用いたLeNetと呼ばれるCNNのモデルを発表した人物です。
選択肢4：ジョン・サールは、アメリカの哲学者で、強いAIと弱いAIや中国語の部屋という思考実験を提案しました。"
131,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
複数のタスクを単一のモデルで課題を解決する機械学習の手法を（ア）という。",マルチタスク学習,オンライン学習,ミニバッチ学習,アンサンブル学習,1,"選択肢1が正解です。
マルチタスク学習とは、複数のタスクを単一のモデルで課題を解決する手法のことです。

選択肢2：オンライン学習とは、ランダムに訓練データを1件ずつ投入してモデルを学習させる手法です。1件ずつデータを投入して学習していくため、学習が安定しにくいデメリットがありますが、リアルタイムでモデルを更新することができるメリットもあります。
選択肢3：ミニバッチ学習とは、訓練データをいくつかのグループに分けて、各グループごとにモデルを学習させる手法です。バッチ学習とオンライン学習の中間的な学習手法で、ニューラルネットワークでよく使われる学習手法になります。
選択肢4：アンサンブル学習とは、精度の高くないモデルを複数組み合わせて、精度の高い予測を行う手法のことです。"
132,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
自然言語の読解のベンチマークに（ア）がある。短い文章を読ませ、質問に回答させて精度をはかる。",SQuAD,Keras,SMOTE,MOOC（MOOCs）,1,"選択肢1が正解です。
SQuADとは、自然言語の読解のベンチマークで、短い文章を読ませ、質問に回答させて精度をはかります。

選択肢2：Kerasとは、TensorFlowなどの上で動くニューラルネットワークのライブラリです。初心者でも使いやすいという特徴があります。
選択肢3：SMOTEとは、オーバーサンプリングの代表的な手法の1つで、データに偏りがあるときに、少ないデータのカテゴリに対して水増しを行います。
選択肢4：MOOC（MOOCs）とは、大規模なオンライン講義が受けられるサービスのことです。"
133,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
（ア）は、Depthwise Separable Convolutionという手法を導入したことにより、パラメータが減少し、計算量が減ったことで、スマートフォンなどでも利用できるようになった。また、Depthwise Separable Convolutionでは、チャンネル方向と空間方向に対して、それぞれ畳み込み処理を行う。チャンネル方向に畳み込み処理を行うことを（イ）、空間方向に畳み込み処理を行うことを（ウ）という。",WaveNet,GoogLeNet,MobileNet,ResNet,3,"選択肢3が正解です。
MobileNetとは、スマートフォンなどのモバイル端末でも使用できるほど計算量やメモリ使用量が小さいモデルのことです。また、MobileNetでは、Depthwise Separable Convolutionという手法が使われています。

選択肢1：WaveNetとは、DeepMind社が開発した音声認識・音声合成を行うモデルで、ディープラーニングを活用しています。
選択肢2：GoogLeNetとは、2014年のILSVRCで優勝したモデルで、インセプションモジュールを採用しており、22層からなります。
選択肢4：ResNetとは、2015年のILSVRCで優勝したモデルで、スキップコネクション（スキップ結合）を加えることで、層が深くなっても学習が上手くいくようになりました。また、ResNetは限られた条件ではありますが、人間の画像識別精度を超えたとされています。"
