,単元,問題文,選択肢1,選択肢2,選択肢3,選択肢4,解答,解説
96,ディープラーニングの概要,"（ア）に最もよく当てはまる選択肢を選んでください。
勾配が最小になる変数を見つけ出すアルゴリズムの1つに（ア）がある。（ア）は、勾配が最小になる変数を求めるために、何度も計算を繰り返し行うアルゴリズムである。このように計算を何度も繰り返し、重みを更新させていく。また、重みを更新させた回数を（イ）といい、全ての訓練データを学習させた回数のことを（ウ）という。",勾配降下法,方策勾配法,誤差逆伝播法,群平均法,1,"選択肢1が正解です。
勾配降下法とは、勾配が最小となるパラメータの組み合わせを見つけ出すためのアルゴリズムのことをいいます。基本的に、繰り返し計算を行い、最適なパラメータの組み合わせを見つけていくため、時間がかかります。

選択肢2：方策勾配法とは、エージェントの方策を、パラメータを持った関数と定義し、方策の価値が最大になるようにパラメータを学習させる手法のことを言います
選択肢3：誤差逆伝播法とは、出力層から入力層にかけて重みを調整していく手法のことです。
選択肢4：群平均法とは、階層クラスター分析において、クラスタ間の距離を測定する手法のことです。"
97,ディープラーニングの概要,"（イ）に最もよく当てはまる選択肢を選んでください。
勾配が最小になる変数を見つけ出すアルゴリズムの1つに（ア）がある。（ア）は、勾配が最小になる変数を求めるために、何度も計算を繰り返し行うアルゴリズムである。このように計算を何度も繰り返し、重みを更新させていく。また、重みを更新させた回数を（イ）といい、全ての訓練データを学習させた回数のことを（ウ）という。",エポック,イテレーション,ストライド,マージン,2,"選択肢2が正解です。
イテレーションとは、計算を何度も繰り返すことを意味し、パラメータ（重み）を更新した回数のことを言います。パラメータを20回更新した場合、イテレーション数は、20になります。

選択肢1：エポックとは、学習に訓練データを何回繰り返し使ったかを表す用語です。
選択肢3：ストライドとは、カーネルをスライド（移動）させる幅のことを言います。
選択肢4：マージンとは、サポートベクターマシン（SVM）における分類する線とデータとの距離のことです。"
98,ディープラーニングの概要,"（ウ）に最もよく当てはまる選択肢を選んでください。
勾配が最小になる変数を見つけ出すアルゴリズムの1つに（ア）がある。（ア）は、勾配が最小になる変数を求めるために、何度も計算を繰り返し行うアルゴリズムである。このように計算を何度も繰り返し、重みを更新させていく。また、重みを更新させた回数を（イ）といい、全ての訓練データを学習させた回数のことを（ウ）という。",エポック,イテレーション,ストライド,マージン,1,"選択肢1が正解です。
エポックとは、学習に訓練データを何回繰り返し使ったかを表す用語です。

選択肢2：イテレーションとは、計算を何度も繰り返すことを意味し、パラメータ（重み）を更新した回数のことを言います。パラメータを20回更新した場合、イテレーション数は、20になります。
選択肢3：ストライドとは、カーネルをスライド（移動）させる幅のことを言います。
選択肢4：マージンとは、サポートベクターマシン（SVM）における分類する線とデータとの距離のことです。"
99,ディープラーニングの概要,"（ア）に最もよく当てはまる選択肢を選んでください。
パラメータが多くなると、ある次元においては極小だが、別次元から見たときは極大になっているという点が現れることがある。この点のことを（ア）といい、（ア）付近は周辺が平坦なので、学習が進みにくくなってしまうという特徴がある。このような現象を（イ）という。",エポック,鞍点,エントロピー,CAM,2,"選択肢2が正解です。
鞍点とは、ある次元においては極小だが、別次元から見たときは極大になっている点のことを言います。鞍点付近は、周辺が平坦なので、学習が進みにくくなってしまうという特徴があります

選択肢1：エポックとは、学習に訓練データを何回繰り返し使ったかを表す用語です。
選択肢3：エントロピーとは、乱雑な状態の度合いを表す用語で、不純度の指標などで使われる概念です。
選択肢4：CAMとは、XAIの1つで、2016年に発表されたCNNの判断根拠を可視化する手法です。"
100,ディープラーニングの概要,"（イ）に最もよく当てはまる選択肢を選んでください。
パラメータが多くなると、ある次元においては極小だが、別次元から見たときは極大になっているという点が現れることがある。この点のことを（ア）といい、（ア）付近は周辺が平坦なので、学習が進みにくくなってしまうという特徴がある。このような現象を（イ）という。",プラトー,LOD,エポック,FAT,1,"選択肢1が正解です。
プラトーとは、モデル学習において、学習が停滞してしまう状態のことを言います。停滞状態を抜け出すために考えられた手法として、モーメンタム法などがあります。

選択肢2：LODとは、ウェブ上でコンピュータ処理に適したデータを公開・共有するための技術のことです。
選択肢3：エポックとは、学習に訓練データを何回繰り返し使ったかを表す用語です。
選択肢4：FATとは、Fairness（公平性）、Accountability（説明責任）、Transparency（透明性）の頭文字をとった用語です。"
101,ディープラーニングの概要,バッチ学習に関する説明として、最も不適切な選択肢を選択してください。,モデル学習が安定しやすい,計算コストが大きくなりやすい,リアルタイムでモデルを更新しやすい,異常なデータが少し混じっていてもモデルへの影響は少ない,3,"選択肢3が正解です。
バッチ学習は全てのデータを使用してモデルの学習を行うため、リアルタイムでモデルを更新することは難しいです。そのため、随時更新するような株価などの予測には向きません。

選択肢1：正しい説明です。全てのデータを利用するため、モデル学習が安定しやすい特徴があります。
選択肢2：正しい説明です。全てのデータを利用するため、計算コストが大きくなりやすいという特徴があります。
選択肢4：正しい説明です。異常なデータが少し混じっていてもモデルへの影響は少ないという特徴があります。"
102,ディープラーニングの概要,"（ア）に最もよく当てはまる選択肢を選んでください。
局所最適解を避ける最適化アルゴリズムとして、学習率を自動的に調整する（ア）、RMSpropにモーメンタム法を取り入れた（イ）、AdaBoundと同等の性能を持つ（ウ）などがある。",AdaGard,DCGAN,AAAI,MNIST,1,"選択肢1が正解です。
AdaGardとは、学習率を自動で調整するアルゴリズムで、局所最適化やプラトーなどを避け、学習の効率を上げることを目的にしています。

選択肢2：DCGANとは、GANに畳み込みニューラルネットワークを用いたモデルのことです。
選択肢3：AAAIとは、1979年に設立された人工知能に関する国際的な非営利の学術団体のことです。
選択肢4：MNISTとは、0〜9の手書き数字のモノクロ画像を集めたデータセットです。6万の訓練画像と1万の評価画像が含まれています。"
103,ディープラーニングの概要,"（イ）に最もよく当てはまる選択肢を選んでください。
局所最適解を避ける最適化アルゴリズムとして、学習率を自動的に調整する（ア）、RMSpropにモーメンタム法を取り入れた（イ）、AdaBoundと同等の性能を持つ（ウ）などがある。",IJCAI,Adam,CAM,Coursera,2,"選択肢2が正解です。
Adamとは、RMSpropにモーメンタム法を取り入れたアルゴリズムで、局所最適化やプラトーなどを避け、学習の効率を上げることができます。　

選択肢1：IJCAIとは、AAAIが主催する人工知能分野でトップの学術会議のことです。
選択肢3：CAMとは、XAIの1つで、2016年に発表されたCNNの判断根拠を可視化する手法です。
選択肢4：Courseraとは、世界中の大学の授業を受講できるサービスです。"
104,ディープラーニングの概要,"（ウ）に最もよく当てはまる選択肢を選んでください。
局所最適解を避ける最適化アルゴリズムとして、学習率を自動的に調整する（ア）、RMSpropにモーメンタム法を取り入れた（イ）、AdaBoundと同等の性能を持つ（ウ）などがある。",ICML,SARSA,Kaggle,AMSBound,4,"選択肢4が正解です。
AMSBoundとは、AMSGradを改良したアルゴリズムで、局所最適化やプラトーなどを避け、学習の効率を上げることを目的にしています。また、AdaBoundと同等の性能を持ちます。

選択肢1：ICMLとは、機械学習の国際会議のことです。
選択肢2：SARSAとは、Q値が最も高くなるように行動を学習する手法のことです。
選択肢3：Kaggleとは、データサイエンティストやエンジニアなどがモデルや分析手法の精度などを競い合うプラットフォームのことです。"
105,ディープラーニングの概要,信用割当問題の説明として、最も正しい選択肢を選んでください。,モデルが導き出した結果が間違っている場合、どのパラメーターに責任があるのか、どのパラメーターを修正すればいいのか分からないという問題,処理能力が限られている人工知能では、現実に起こりうる全ての問題に対応することができないという問題,RNNなどにおける重みに関する問題のことで、「関係のある出力は重みが大きく、関係のない出力は重みを小さくすること」が原則である。しかし、「現在にとって関係のない出力でも、未来にとって関係のある出力の場合重みを大きくする」ことがあり、これは重みの原則に反してしまうという問題,データが属するクラス（離散値）を予測する問題,1,"選択肢1が正解です。
信用割当問題とは、モデルが導き出した結果が間違っている場合、どのパラメーターに責任があるのか、どのパラメーターを修正すればいいのか分からないという問題のことです。誤差逆伝播法により、信用割当問題は解決されました。

選択肢2：フレーム問題の説明です。 フレーム問題とは、処理能力が限られている人工知能では、現実に起こりうる全ての問題に対応することができないという問題のことです。フレーム問題は、人工知能における解決するべき重要な問題の1つです。
選択肢3：出力重み衝突の説明です。 出力重み衝突とは、RNNなどにおける重みに関する問題のことを言います。一般的に、「関係のある出力は重みが大きく、関係のない出力は重みを小さくすること」が原則です。しかし、「現在にとって関係のない出力でも、未来にとって関係のある出力の場合重みを大きくする」ことがあり、これは重みの原則に反してしまいます。このような問題を、出力重み衝突と言います。
選択肢4：分類問題の説明です。分類問題とは、データが属するクラス（離散値）を予測する問題のことを言います。迷惑メールかどうか、記事の文章からカテゴリーを予測するなどが分類問題の代表的な例になります。"
106,ディープラーニングの概要,"（ア）に最もよく当てはまる選択肢を選んでください。
汎化誤差が増えても、その後汎化誤差が減っていく現象を（ア）という。",フィルターバブル現象,二重降下現象,再降下現象,微増現象,2,"選択肢2が正解です。
二重降下現象とは、一定期間は汎化誤差が増加（モデル精度の悪化）するが、その後汎化誤差が減少（モデル精度の向上）していく現象のことを言います。そのため、どのようなタイミングで学習を止めるべきなのかは難しい問題の1つになっています。

選択肢1：フィルターバブル現象とは、AIが利用者の趣味嗜好を学習し、利用者の興味のある情報を表示させ、興味のない情報を表示しないことで、自分が見たい情報だけしか見えなくなる現象のことです。
選択肢3：再降下現象という用語はありません。
選択肢4：微増現象という用語はありません。"
107,ディープラーニングの概要,"（ア）に最もよく当てはまる選択肢を選んでください。
ランダムにユニットを無効化させて学習させていくドロップアウトは（ア）と同じような効果が期待できる。",アンサンブル学習,ミニバッチ学習,半教師あり学習,マルチエージェント強化学習,1,"選択肢1が正解です。
アンサンブル学習とは、精度の高くないモデルを複数組み合わせて、精度の高い予測を行う手法のことです。

選択肢2：ミニバッチ学習とは、訓練データをいくつかのグループに分けて、各グループごとにモデルを学習させる手法です。バッチ学習とオンライン学習の中間的な学習手法で、ニューラルネットワークでよく使われる学習手法になります。
選択肢3：半教師あり学習とは、教師なし学習と教師あり学習を組み合わせた学習手法のことです。半教師あり学習では、少量のラベル付きデータで学習し、ラベルが付いていない大量のデータで学習することで、ラベル付きデータを集めるコストを下げることができます。
選択肢4：マルチエージェント強化学習とは、複数エージェントがいる環境での強化学習のことを言います。"
108,ディープラーニングの手法,データ拡張に関する説明として、最も不適切な選択肢を選択してください。,データのバリエーションを増やすとき、現実に即したデータを生成することが重要である,モデルの精度を高めるためには多様なパターンの画像が必要になる,データ拡張の方法としてコントラストを変える、左右逆転させるなどがある,一般に画像認識を行う場合、データ拡張が行われるのは稀である,4,"選択肢4が正解です。
画像認識を行う場合、データ拡張は頻繁に行われます。そのため、「一般に画像認識を行う場合、データ拡張が行われるのは稀である」は間違いです。

選択肢1：正しい説明です。データのバリエーションを増やすとき、現実に即したデータを生成することが重要です。
選択肢2：正しい説明です。モデルの精度を高めるためには多様なパターンの画像が必要になります。
選択肢3：正しい説明です。データ拡張の方法としてコントラストを変える、左右逆転させるなどがあります。"
109,ディープラーニングの手法,位置エンコーディングの説明として最も適切な選択肢を選択してください。,勾配消失問題や入力重み衝突・出力重み衝突問題などを回避するために考えられた手法,単語の位置関係の情報が失われるのを回避するため、単語に位置関係の情報を与える処理のこと,ネオコグニトロンを構成する層の1つで、位置ずれを許容する層のこと,可視層と隠れ層の2層からなるネットワークのこと,2,"選択肢2が正解です。
位置エンコーディングの説明です。位置エンコーディングとは、単語の位置関係の情報が失われるのを回避するため、単語に位置関係の情報を与える処理のことを言います。

選択肢1：LSTMの説明です。LSTMとは、リカレントニューラルネットワーク（RNN）の1種で、勾配消失問題や入力重み衝突・出力重み衝突問題などを回避するために考えられた手法です。また、LSTMブロックと呼ばれる機構を導入することで、時系列情報を保持することができるようになっています。
選択肢3：ネオコグニトロンのC細胞層の説明です。C細胞層とは、ネオコグニトロンを構成する層の1つで、位置ずれを許容する層のことです。
選択肢4：オートエンコーダの説明です。オートエンコーダとは、ニューラルネットワークの1種で、可視層と隠れ層の2層からなるネットワークのことを言います。"
110,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
時系列データを別の時系列データに変換するモデルのことを（ア）という。また、（ア）を実現するモデルの1つで、2つのRNNを組み合わせたモデルを（イ）という。",word2vec,pix2pix,Seq2Seq,sim2real,3,"選択肢3が正解です。
Seq2Seqとは、時系列データを別の時系列データに変換するモデルのことです。

選択肢1：word2vecとは、自然言語処理の1つで、単語の意味は周囲の単語によって決まるという分布仮説とニューラルネットワークを用いた手法になります。
選択肢2：pix2pixとは、画像生成モデルの1つで、様々なペアの画像を使って敵対生成学習を行います。
選択肢4：sim2real（simulated-to-real）とは、シミュレータで学習させた方策を実世界に用いる手法のことをいいます。"
111,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
時系列データを別の時系列データに変換するモデルのことを（ア）という。また、（ア）を実現するモデルの1つで、2つのRNNを組み合わせたモデルを（イ）という。",深層信念ネットワーク,Business Process Reengineering,RNN エンコーダ-デコーダ,Rainbow,3,"選択肢3が正解です。
RNN エンコーダ-デコーダとは、Seq2Seqを実現するモデルの1つで、2つのRNNを組み合わせたモデルです。また、RNN エンコーダ-デコーダは、エンコーダ・デコーダ構造を採用しています。

選択肢1：深層信念ネットワークとは、ジェフリー・ヒントンが提唱したモデルで、オートエンコーダの代わりに制限付きボルツマンマシンを積み重ねたモデルのことです。
選択肢2：Business Process Reengineeringとは、ビジネスプロセスを見直して再設計することを言います。AIを最大限活用できるように、ビジネスプロセスを再設計することが大切になります。
選択肢4：Rainbowとは、DQNを改良したモデルで、ダブルDQNや優先度付き経験再生など様々な手法を組み合わせた手法です。"
112,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
LSTMブロックには、入力ゲート、出力ゲート、忘却ゲートなどがある。重み衝突に対応するゲートは（ア）であり、過剰な誤差をリセットするゲートが（イ）である。",入力ゲート・忘却ゲート,出力ゲート・忘却ゲート,入力ゲート・出力ゲート,忘却ゲート,3,"選択肢3が正解です。
重み衝突に対応するゲートは「入力ゲート・出力ゲート」です。"
113,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
LSTMブロックには、入力ゲート、出力ゲート、忘却ゲートなどがある。重み衝突に対応するゲートは（ア）であり、過剰な誤差をリセットするゲートが（イ）である。",入力ゲート,出力ゲート,入力ゲート・出力ゲート,忘却ゲート,4,"選択肢4が正解です。
過剰な誤差をリセットするゲートが「忘却ゲート」です。"
114,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
平行移動や線形変換（画像の拡大や縮小、回転など）を組み合わせた変換方法を（ア）と言う。",ベイズ変換,アナログデジタル変換,高速フーリエ変換,アフィン変換,4,"選択肢4が正解です。
アフィン変換とは、平行移動や線形変換（画像の拡大や縮小、回転など）を組み合わせた変換方法のことです。

選択肢1：ベイズ変換という用語はありません。
選択肢2：アナログデジタル変換（A-D変換）とは、アナログデータからデジタルデータに変換することです。
選択肢3：高速フーリエ変換（FFT）とは、高速に音声信号を周波数スペクトルに変換する手法のことです。"
115,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
構文解析には、文の句構造を解析する（ア）や単語同士の関係性を解析する（イ）などがある。",照応解析,係り受け解析,句構造解析,談話構造解析,3,"選択肢3が正解です。
句構造解析とは、文の句構造を推定することです。

選択肢1：照応解析とは、代名詞の指示対象を推定したり、省略された名詞を推定したりすることです。
選択肢2：係り受け解析とは、主語や述語、修飾語や被修飾語のように、単語同士の関係性を推定することです。
選択肢4：談話構造解析とは、関連した一連の文の意味的な関係性を推定することです。"
116,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
構文解析には、文の句構造を解析する（ア）や単語同士の関係性を解析する（イ）などがある。",照応解析,係り受け解析,句構造解析,談話構造解析,2,"選択肢2が正解です。
係り受け解析とは、主語や述語、修飾語や被修飾語のように、単語同士の関係性を推定することです。

選択肢1：照応解析とは、代名詞の指示対象を推定したり、省略された名詞を推定したりすることです。
選択肢3：句構造解析とは、文の句構造を推定することです。
選択肢4：談話構造解析とは、関連した一連の文の意味的な関係性を推定することです。"
117,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
別の領域で活用するために、あらかじめ大量のデータを使って学習を行うことを（ア）という。また、ある領域で学習させたモデルを、別の領域で活用する技術のことを（イ）という。",事前学習,TD学習,ミニバッチ学習,アンサンブル学習,1,"選択肢1が正解です。
事前学習とは、移転学習などで用いられるモデルを作るために、大量のデータを使って学習を行うことです。

選択肢2：TD学習とは、強化学習の1つで、エピソードの終了まで待たずに状態価値関数や行動価値関数を更新する手法のことです。TD学習の代表的な手法には、Q学習やSARSAがあります。
選択肢3：ミニバッチ学習とは、訓練データをいくつかのグループに分けて、各グループごとにモデルを学習させる手法です。バッチ学習とオンライン学習の中間的な学習手法で、ニューラルネットワークでよく使われる学習手法になります。
選択肢4：アンサンブル学習とは、精度の高くないモデルを複数組み合わせて、精度の高い予測を行う手法のことです。"
118,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
別の領域で活用するために、あらかじめ大量のデータを使って学習を行うことを（ア）という。また、ある領域で学習させたモデルを、別の領域で活用する技術のことを（イ）という。",Q学習,転移学習,残差強化学習,一気通貫学習,2,"選択肢2が正解です。
転移学習とは、ある領域で学習させたモデルを、別の領域で活用する技術のことを言います。学習済みのモデルを活用することで、0からモデルを構築するというコストを削減することができます。

選択肢1：Q学習とは、Q値が最も高くなるように行動を学習する手法のことです。
選択肢3：残差強化学習とは、最初に既存の制御方法等による方策と最適な方策との差分を強化学習によって学ぶ手法のことです。
選択肢4：一気通貫学習とは、ロボットの一連の動作を1つのディープラーニングネットワークで実現する学習方法のことです。"
119,ディープラーニングの手法,ResNetに関する説明として、最も不適切な選択肢を選択してください。,スキップコネクションを加えることで、層が深くなっても学習が上手くいくようになった,エンコーダとデコーダの間にPyramid Pooling Moduleが設けられたモデル,様々な長さのネットワークが存在するためアンサンブル学習の状態になっている,Microsoft社が発表したモデルでILSVRCで優勝した,2,"選択肢2が正解です。
PSPNetの説明です。PSPNetとは、セマンティックセグメンテーションの代表的な手法の1つで、エンコーダとデコーダの間にPyramid Pooling Moduleが設けられたモデルです。

選択肢1：正しい説明です。スキップコネクションを加えることで、層が深くなっても学習が上手くいくようになりました。
選択肢3：正しい説明です。スキップコネクションを加えることで、様々な長さのネットワークが存在するためアンサンブル学習の状態になっています。
選択肢4：正しい説明です。ResNetは、Microsoft社が発表したモデルで、ILSVRCにも優勝しました。"
120,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
アナログ信号をデジタル信号に変換するとき、元の信号の最大周波数の2倍より高い周波数で標本化すれば、元の信号の波形を再現できるという法則を（ア）という。",ムーアの法則,サンプリング定理,ノーフリーランチ定理,みにくいアヒルの子定理,2,"選択肢2が正解です。
サンプリング定理とは、アナログ信号をデジタル信号に変換するとき、元の信号の最大周波数の2倍より高い周波数で標本化すれば、元の信号の波形を再現できるという法則のことです。

選択肢1：ムーアの法則とは、ゴードン・ムーアが提唱したもので、半導体の集積密度は18ヶ月で2倍になるという経験則のことを言います。
選択肢3：ノーフリーランチ定理とは、あらゆる問題を効率的に解ける汎用的なアルゴリズムはないことを意味します。一方、ジェフリー・ヒントンは早期終了を「Beautiful FREE LUNCH（素晴らしいフリーランチ）」と表現しています。
選択肢4：みにくいアヒルの子定理とは、何らかの仮定がないと分類することは不可能であるという定理のことです。"
121,ディープラーニングの手法,クラウドAIに関する説明として、最も不適切な選択肢を選択してください。,クラウドAIとはクラウド上で学習や推論を行うAIのことである,エッジAIはクラウドAIの1種である,リアルタイムで推論する場合には向かない,大規模で複雑な処理を行うことができる,2,"選択肢2が正解です。
エッジAIとクラウドAIは異なるものです。そのため、「エッジAIはクラウドAIの1種である」は間違いです。また、エッジAIとは、エッジデバイス（インターネットに接続された端末）にAIを搭載したもので、端末で推論などを行います。クラウドAIとは、クラウド上で学習や推論を行うAIのことです。

選択肢1：正しい説明です。クラウドAIとはクラウド上で学習や推論を行うAIのことです。
選択肢3：正しい説明です。クラウドAIは、データを送信し、推論結果を受信する必要があり、遅延が発生するため、リアルタイムで推論する場合には向きません。
選択肢4：正しい説明です。クラウドAIは、大規模で複雑な処理を行うことができます。"
122,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
敵対的生成ネットワークは（ア）と（イ）で構成された生成モデルである。（ア）とは生成した画像の真偽を予測するネットワークのことで、（イ）はランダムなノイズを入力し、新しい画像を生成するネットワークのことである。",ディスクリミネータ,オントロジー,LSTMブロック,ジェネレータ,1,"選択肢1が正解です。
ディスクリミネータとは、GANを構成するネットワークの1つで、ジェネレータが生成した画像の真偽を予測するものです。

選択肢2：オントロジーとは、概念を体系化する学問、知識・情報を定義するための仕様などを意味する用語です
選択肢3：LSTMブロックとは、LSTMで導入されている機構で、入力ゲート・出力ゲート・忘却ゲート・CECなどから構成されています。また、入力ゲート・出力ゲートでは、重み衝突に対応し、忘却ゲートでは、過剰な誤差をリセットする役割があります。
選択肢4：ジェネレータとは、GANを構成するネットワークの1つで、ランダムなノイズを入力し、新しい画像を生成するものです"
123,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
敵対的生成ネットワークは（ア）と（イ）で構成された生成モデルである。（ア）とは生成した画像の真偽を予測するネットワークのことで、（イ）はランダムなノイズを入力し、新しい画像を生成するネットワークのことである。",ディスクリミネータ,オントロジー,LSTMブロック,ジェネレータ,4,"選択肢4が正解です。
ジェネレータとは、GANを構成するネットワークの1つで、ランダムなノイズを入力し、新しい画像を生成するものです

選択肢1：ディスクリミネータとは、GANを構成するネットワークの1つで、ジェネレータが生成した画像の真偽を予測するものです。
選択肢2：オントロジーとは、概念を体系化する学問、知識・情報を定義するための仕様などを意味する用語です
選択肢3：LSTMブロックとは、LSTMで導入されている機構で、入力ゲート・出力ゲート・忘却ゲート・CECなどから構成されています。また、入力ゲート・出力ゲートでは、重み衝突に対応し、忘却ゲートでは、過剰な誤差をリセットする役割があります。"
124,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
VAEは、（ア）を活用した深層生成モデルである。",E2E,オートエンコーダ,XAI,局所表現,2,"選択肢2が正解です。
オートエンコーダとは、ニューラルネットワークの1種で、可視層と隠れ層の2層からなるネットワークのことを言います。

選択肢1：E2E（end-to-end）とは、「端から端まで」という意味です。ディープラーニングでは、あるタスクに対して入力から出力までを1つのモデルでこなすという意味があります。
選択肢3：XAIとは、説明可能なAIのことで、推論した結果などのプロセスを人間が理解できる形で提示してくれるAIのことです。
選択肢4：局所表現とは、1つの概念をワンホットベクトル（1つの値が1、他の値が0になっているベクトル）で表すような表現方法のことを言います。"
125,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
自然言語処理分野において、自然言語をどのように扱い処理するかは難しい問題である。その中で多くの手法が考えられた。例えば、文字列をn個の単語で分割する方法である（ア）、単語の順番は考えず、単語の出現回数をカウントする（イ）、（ア）と（イ）を組み合わせた（ウ）などが考えられた。",BoW（Bag-of-Words）,TF-IDF,単語N-gram,Bag-of-n-grams,3,"選択肢3が正解です。
単語N-gramとは、文章を任意の単語数で分割する手法のことを言います。

選択肢1：BoW（Bag-of-Words）とは、単語の順番は考えず、文章中の単語の出現回数をカウントしたものをベクトルとして表現する手法のことです。
選択肢2：TF-IDFとは、文章における単語の重要度を計算する方法の1つで、単語の出現頻度（TF：Term Frequency）と文章に含まれている単語がどれだけ珍しいか（IDF：Inverse Document Frequency）を数値化したものを掛け合わせて計算をしていきます。
選択肢4：Bag-of-n-gramstとは、BoWとn-gramを組み合わせたものです。"
126,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
自然言語処理分野において、自然言語をどのように扱い処理するかは難しい問題である。その中で多くの手法が考えられた。例えば、文字列をn個の単語で分割する方法である（ア）、単語の順番は考えず、単語の出現回数をカウントする（イ）、（ア）と（イ）を組み合わせた（ウ）などが考えられた。",BoW（Bag-of-Words）,TF-IDF,単語N-gram,Bag-of-n-grams,1,"選択肢1が正解です。
BoW（Bag-of-Words）とは、単語の順番は考えず、文章中の単語の出現回数をカウントしたものをベクトルとして表現する手法のことです。

選択肢2：TF-IDFとは、文章における単語の重要度を計算する方法の1つで、単語の出現頻度（TF：Term Frequency）と文章に含まれている単語がどれだけ珍しいか（IDF：Inverse Document Frequency）を数値化したものを掛け合わせて計算をしていきます。
選択肢3：単語N-gramとは、文章を任意の単語数で分割する手法のことを言います。
選択肢4：Bag-of-n-gramstとは、BoWとn-gramを組み合わせたものです。"
127,ディープラーニングの手法,"（ウ）に最もよく当てはまる選択肢を選んでください。
自然言語処理分野において、自然言語をどのように扱い処理するかは難しい問題である。その中で多くの手法が考えられた。例えば、文字列をn個の単語で分割する方法である（ア）、単語の順番は考えず、単語の出現回数をカウントする（イ）、（ア）と（イ）を組み合わせた（ウ）などが考えられた。",BoW（Bag-of-Words）,TF-IDF,単語N-gram,Bag-of-n-grams,4,"選択肢4が正解です。
Bag-of-n-gramstとは、BoWとn-gramを組み合わせたものです。

選択肢1：BoW（Bag-of-Words）とは、単語の順番は考えず、文章中の単語の出現回数をカウントしたものをベクトルとして表現する手法のことです。
選択肢2：TF-IDFとは、文章における単語の重要度を計算する方法の1つで、単語の出現頻度（TF：Term Frequency）と文章に含まれている単語がどれだけ珍しいか（IDF：Inverse Document Frequency）を数値化したものを掛け合わせて計算をしていきます。
選択肢3：単語N-gramとは、文章を任意の単語数で分割する手法のことを言います。"
128,ディープラーニングの手法,"（ア）に最もよく当てはまる選択肢を選んでください。
2012年、画像認識の精度を競う大会であるILSVRCでディープラーニングを活用したモデル（ア）が圧倒的な成績を残し優勝した。2012年当時は、画像認識には機械学習が用いられており、人間が特徴量を決めることが一般的だった。ILSVRCでは、（イ）というデータセットが使用されている。",EfficientNet,AlexNet,VGGNet,WaveNet,2,"選択肢2が正解です。
AlexNetとは、2012年に画像認識の精度を競う大会であるILSVRCにて、圧倒的な精度で優勝したモデルのことです。2012年当時は、画像認識には機械学習が用いられており、特徴量は人間が決めていました。一方、AlexNetではディープラーニング技術が採用されていました。

選択肢1：EfficientNetとは、Googleが発表したモデルで、ネットワークの幅・深さ・解像度を1つの複合係数を使い、少ないパラメータ数で精度の高い処理を行うモデルのことです。
選択肢3：VGGNetとは、オックスフォード大学のVGG（Visual Geometry Group）が開発したCNNで、AlexNetよりも層をより深くしたモデルになっています。
選択肢4：WaveNetとは、DeepMind社が開発した音声認識・音声合成を行うモデルで、ディープラーニングを活用しています。"
129,ディープラーニングの手法,"（イ）に最もよく当てはまる選択肢を選んでください。
2012年、画像認識の精度を競う大会であるILSVRCでディープラーニングを活用したモデル（ア）が圧倒的な成績を残し優勝した。2012年当時は、画像認識には機械学習が用いられており、人間が特徴量を決めることが一般的だった。ILSVRCでは、（イ）というデータセットが使用されている。",Elastic Net,GoogLeNet,MnasNet,ImageNet,4,"選択肢4が正解です。
ImageNetとは、数千万枚以上ある大規模な画像データベースのことです。画像には、ラベルが設定されていますが、全てのラベルが正しく設定されているわけではありません。

選択肢1：Elastic Netとは、線形回帰にL1正則化とL2正則化を組み合わせたものです。
選択肢2：GoogLeNetとは、2014年のILSVRCで優勝したモデルで、インセプションモジュールを採用しており、22層からなります。
選択肢3：MnasNetとは、モバイル端末などでも使用できるように設計されたNASのことです。"
